Sigla ICAO Empresa Aérea;Empresa Aérea;Número Voo;Código DI;Código Tipo Linha;Modelo Equipamento;Número de Assentos;Sigla ICAO Aeroporto Origem;Descrição Aeroporto Origem;Partida Prevista;Partida Real;Sigla ICAO Aeroporto Destino;Descrição Aeroporto Destino;Chegada Prevista;Chegada Real;Situação Voo;Justificativa;Referência;Situação Partida;Situação Chegada
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;02/01/2022 12:50;02/01/2022 13:28;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;02/01/2022 13:45;02/01/2022 14:18;REALIZADO;;02/01/2022 00:00:00;Atraso 30-60;Atraso 30-60
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;03/01/2022 12:50;03/01/2022 12:56;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;03/01/2022 13:45;03/01/2022 13:49;REALIZADO;;03/01/2022 00:00:00;Pontual;Pontual
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;05/01/2022 12:50;05/01/2022 12:54;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;05/01/2022 13:45;05/01/2022 13:47;REALIZADO;;05/01/2022 00:00:00;Pontual;Pontual
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;07/01/2022 12:50;07/01/2022 12:59;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;07/01/2022 13:45;07/01/2022 13:55;REALIZADO;;07/01/2022 00:00:00;Pontual;Pontual
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;09/01/2022 12:50;09/01/2022 12:50;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;09/01/2022 13:45;09/01/2022 13:43;REALIZADO;;09/01/2022 00:00:00;Pontual;Antecipado
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;10/01/2022 12:50;10/01/2022 13:22;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;10/01/2022 13:45;10/01/2022 14:15;REALIZADO;;10/01/2022 00:00:00;Atraso 30-60;Pontual
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;12/01/2022 12:50;12/01/2022 12:52;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;12/01/2022 13:45;12/01/2022 13:47;REALIZADO;;12/01/2022 00:00:00;Pontual;Pontual
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;14/01/2022 12:50;14/01/2022 12:42;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;14/01/2022 13:45;14/01/2022 13:36;REALIZADO;;14/01/2022 00:00:00;Antecipado;Antecipado
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;16/01/2022 12:50;16/01/2022 13:21;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;16/01/2022 13:45;16/01/2022 14:12;REALIZADO;;16/01/2022 00:00:00;Atraso 30-60;Pontual
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;19/01/2022 12:50;19/01/2022 12:46;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;19/01/2022 13:45;19/01/2022 13:42;REALIZADO;;19/01/2022 00:00:00;Antecipado;Antecipado
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;21/01/2022 12:50;21/01/2022 13:22;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;21/01/2022 13:45;21/01/2022 14:16;REALIZADO;;21/01/2022 00:00:00;Atraso 30-60;Atraso 30-60
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;23/01/2022 12:50;23/01/2022 12:44;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;23/01/2022 13:45;23/01/2022 13:37;REALIZADO;;23/01/2022 00:00:00;Antecipado;Antecipado
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;24/01/2022 12:50;24/01/2022 12:40;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;24/01/2022 13:45;24/01/2022 13:34;REALIZADO;;24/01/2022 00:00:00;Antecipado;Antecipado
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;26/01/2022 12:50;26/01/2022 12:41;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;26/01/2022 13:45;26/01/2022 13:39;REALIZADO;;26/01/2022 00:00:00;Antecipado;Antecipado
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;28/01/2022 12:50;28/01/2022 12:48;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;28/01/2022 13:45;28/01/2022 13:42;REALIZADO;;28/01/2022 00:00:00;Antecipado;Antecipado
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;30/01/2022 12:50;30/01/2022 12:50;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;30/01/2022 13:45;30/01/2022 13:41;REALIZADO;;30/01/2022 00:00:00;Pontual;Antecipado
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;31/01/2022 12:50;31/01/2022 12:40;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;31/01/2022 13:45;31/01/2022 13:36;REALIZADO;;31/01/2022 00:00:00;Antecipado;Antecipado
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;02/02/2022 12:50;02/02/2022 15:52;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;02/02/2022 13:45;02/02/2022 16:47;REALIZADO;;02/02/2022 00:00:00;Atraso 120-240;Atraso 120-240
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;04/02/2022 12:50;04/02/2022 12:51;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;04/02/2022 13:45;04/02/2022 13:50;REALIZADO;;04/02/2022 00:00:00;Pontual;Pontual
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;06/02/2022 12:50;06/02/2022 12:46;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;06/02/2022 13:45;06/02/2022 13:46;REALIZADO;;06/02/2022 00:00:00;Antecipado;Pontual
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;07/02/2022 12:50;07/02/2022 12:46;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;07/02/2022 13:45;07/02/2022 13:37;REALIZADO;;07/02/2022 00:00:00;Antecipado;Antecipado
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;09/02/2022 12:50;09/02/2022 13:03;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;09/02/2022 13:45;09/02/2022 13:53;REALIZADO;;09/02/2022 00:00:00;Pontual;Pontual
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;11/02/2022 12:50;;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;11/02/2022 13:45;;CANCELADO;;11/02/2022 00:00:00;;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;9354;2;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;;12/02/2022 17:01;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;;12/02/2022 17:55;REALIZADO;;12/02/2022 00:00:00;;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;13/02/2022 12:50;13/02/2022 12:40;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;13/02/2022 13:45;13/02/2022 13:38;REALIZADO;;13/02/2022 00:00:00;Antecipado;Antecipado
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;14/02/2022 12:50;14/02/2022 12:43;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;14/02/2022 13:45;14/02/2022 13:43;REALIZADO;;14/02/2022 00:00:00;Antecipado;Antecipado
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;16/02/2022 12:50;16/02/2022 12:43;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;16/02/2022 13:45;16/02/2022 13:30;REALIZADO;;16/02/2022 00:00:00;Antecipado;Antecipado
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;18/02/2022 12:50;18/02/2022 12:52;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;18/02/2022 13:45;18/02/2022 13:52;REALIZADO;;18/02/2022 00:00:00;Pontual;Pontual
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;20/02/2022 12:50;20/02/2022 13:01;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;20/02/2022 13:45;20/02/2022 14:22;REALIZADO;;20/02/2022 00:00:00;Pontual;Atraso 30-60
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;21/02/2022 12:50;21/02/2022 12:45;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;21/02/2022 13:45;21/02/2022 13:41;REALIZADO;;21/02/2022 00:00:00;Antecipado;Antecipado
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;23/02/2022 12:50;23/02/2022 12:53;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;23/02/2022 13:45;23/02/2022 13:49;REALIZADO;;23/02/2022 00:00:00;Pontual;Pontual
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;25/02/2022 12:50;25/02/2022 12:53;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;25/02/2022 13:45;25/02/2022 13:49;REALIZADO;;25/02/2022 00:00:00;Pontual;Pontual
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;27/02/2022 12:50;27/02/2022 14:09;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;27/02/2022 13:45;27/02/2022 15:00;REALIZADO;;27/02/2022 00:00:00;Atraso 60-120;Atraso 60-120
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;02/03/2022 12:50;02/03/2022 12:47;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;02/03/2022 13:45;02/03/2022 13:38;REALIZADO;;02/03/2022 00:00:00;Antecipado;Antecipado
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;04/03/2022 12:50;04/03/2022 12:53;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;04/03/2022 13:45;04/03/2022 13:56;REALIZADO;;04/03/2022 00:00:00;Pontual;Pontual
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;06/03/2022 12:50;06/03/2022 12:47;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;06/03/2022 13:45;06/03/2022 13:45;REALIZADO;;06/03/2022 00:00:00;Antecipado;Pontual
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;07/03/2022 12:50;07/03/2022 12:48;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;07/03/2022 13:45;07/03/2022 13:58;REALIZADO;;07/03/2022 00:00:00;Antecipado;Pontual
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;09/03/2022 12:50;09/03/2022 12:51;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;09/03/2022 13:45;09/03/2022 13:46;REALIZADO;;09/03/2022 00:00:00;Pontual;Pontual
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;11/03/2022 12:50;11/03/2022 12:49;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;11/03/2022 13:45;11/03/2022 13:42;REALIZADO;;11/03/2022 00:00:00;Antecipado;Antecipado
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;13/03/2022 12:50;13/03/2022 12:43;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;13/03/2022 13:45;13/03/2022 13:33;REALIZADO;;13/03/2022 00:00:00;Antecipado;Antecipado
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;14/03/2022 12:50;14/03/2022 12:56;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;14/03/2022 13:45;14/03/2022 13:51;REALIZADO;;14/03/2022 00:00:00;Pontual;Pontual
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;16/03/2022 12:50;16/03/2022 12:56;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;16/03/2022 13:45;16/03/2022 14:04;REALIZADO;;16/03/2022 00:00:00;Pontual;Pontual
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;18/03/2022 12:50;18/03/2022 12:52;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;18/03/2022 13:45;18/03/2022 13:49;REALIZADO;;18/03/2022 00:00:00;Pontual;Pontual
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;20/03/2022 12:50;20/03/2022 13:03;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;20/03/2022 13:45;20/03/2022 13:58;REALIZADO;;20/03/2022 00:00:00;Pontual;Pontual
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;21/03/2022 12:50;21/03/2022 12:48;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;21/03/2022 13:45;21/03/2022 13:44;REALIZADO;;21/03/2022 00:00:00;Antecipado;Antecipado
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;23/03/2022 12:50;23/03/2022 12:43;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;23/03/2022 13:45;23/03/2022 13:38;REALIZADO;;23/03/2022 00:00:00;Antecipado;Antecipado
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;25/03/2022 12:50;25/03/2022 12:49;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;25/03/2022 13:45;25/03/2022 13:39;REALIZADO;;25/03/2022 00:00:00;Antecipado;Antecipado
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;27/03/2022 12:50;27/03/2022 12:47;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;27/03/2022 13:45;27/03/2022 13:45;REALIZADO;;27/03/2022 00:00:00;Antecipado;Pontual
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;28/03/2022 12:50;28/03/2022 12:42;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;28/03/2022 13:45;28/03/2022 13:36;REALIZADO;;28/03/2022 00:00:00;Antecipado;Antecipado
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;30/03/2022 12:50;30/03/2022 12:50;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;30/03/2022 13:45;30/03/2022 13:43;REALIZADO;;30/03/2022 00:00:00;Pontual;Antecipado
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;01/04/2022 12:50;01/04/2022 12:44;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;01/04/2022 13:45;01/04/2022 13:42;REALIZADO;;01/04/2022 00:00:00;Antecipado;Antecipado
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;03/04/2022 12:50;03/04/2022 12:43;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;03/04/2022 13:45;03/04/2022 13:42;REALIZADO;;03/04/2022 00:00:00;Antecipado;Antecipado
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;04/04/2022 12:50;04/04/2022 12:49;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;04/04/2022 13:45;04/04/2022 13:45;REALIZADO;;04/04/2022 00:00:00;Antecipado;Pontual
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;06/04/2022 12:50;06/04/2022 12:43;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;06/04/2022 13:45;06/04/2022 13:37;REALIZADO;;06/04/2022 00:00:00;Antecipado;Antecipado
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;08/04/2022 12:50;08/04/2022 13:44;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;08/04/2022 13:45;08/04/2022 14:40;REALIZADO;;08/04/2022 00:00:00;Atraso 30-60;Atraso 30-60
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;10/04/2022 12:50;10/04/2022 16:40;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;10/04/2022 13:45;10/04/2022 17:35;REALIZADO;;10/04/2022 00:00:00;Atraso 120-240;Atraso 120-240
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;11/04/2022 12:50;11/04/2022 12:50;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;11/04/2022 13:45;11/04/2022 13:45;REALIZADO;;11/04/2022 00:00:00;Pontual;Pontual
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;13/04/2022 12:50;13/04/2022 12:47;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;13/04/2022 13:45;13/04/2022 13:45;REALIZADO;;13/04/2022 00:00:00;Antecipado;Pontual
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;17/04/2022 12:50;17/04/2022 12:43;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;17/04/2022 13:45;17/04/2022 13:37;REALIZADO;;17/04/2022 00:00:00;Antecipado;Antecipado
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;18/04/2022 12:50;18/04/2022 12:44;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;18/04/2022 13:45;18/04/2022 13:40;REALIZADO;;18/04/2022 00:00:00;Antecipado;Antecipado
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;20/04/2022 12:50;20/04/2022 12:50;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;20/04/2022 13:45;20/04/2022 13:50;REALIZADO;;20/04/2022 00:00:00;Pontual;Pontual
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;24/04/2022 12:50;24/04/2022 13:01;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;24/04/2022 13:45;24/04/2022 13:53;REALIZADO;;24/04/2022 00:00:00;Pontual;Pontual
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;25/04/2022 12:50;25/04/2022 12:39;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;25/04/2022 13:45;25/04/2022 13:30;REALIZADO;;25/04/2022 00:00:00;Antecipado;Antecipado
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;27/04/2022 12:50;27/04/2022 12:57;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;27/04/2022 13:45;27/04/2022 13:50;REALIZADO;;27/04/2022 00:00:00;Pontual;Pontual
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;29/04/2022 12:50;29/04/2022 12:57;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;29/04/2022 13:45;29/04/2022 13:50;REALIZADO;;29/04/2022 00:00:00;Pontual;Pontual
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;01/05/2022 12:50;01/05/2022 12:44;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;01/05/2022 13:45;01/05/2022 13:39;REALIZADO;;01/05/2022 00:00:00;Antecipado;Antecipado
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;02/05/2022 12:50;02/05/2022 12:38;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;02/05/2022 13:45;02/05/2022 13:34;REALIZADO;;02/05/2022 00:00:00;Antecipado;Antecipado
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;03/05/2022 14:40;03/05/2022 14:29;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;03/05/2022 15:35;03/05/2022 15:25;REALIZADO;;03/05/2022 00:00:00;Antecipado;Antecipado
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;04/05/2022 12:50;04/05/2022 12:51;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;04/05/2022 13:45;04/05/2022 13:44;REALIZADO;;04/05/2022 00:00:00;Pontual;Antecipado
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;05/05/2022 14:40;;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;05/05/2022 15:35;;CANCELADO;;05/05/2022 00:00:00;;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;06/05/2022 12:50;06/05/2022 12:43;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;06/05/2022 13:45;06/05/2022 13:37;REALIZADO;;06/05/2022 00:00:00;Antecipado;Antecipado
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;9350;2;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;;06/05/2022 16:10;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;;06/05/2022 17:14;REALIZADO;;06/05/2022 00:00:00;;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;07/05/2022 14:40;07/05/2022 14:34;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;07/05/2022 15:35;07/05/2022 15:28;REALIZADO;;07/05/2022 00:00:00;Antecipado;Antecipado
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;4468;0;N;E195;118;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;08/05/2022 12:50;08/05/2022 12:50;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;08/05/2022 13:45;08/05/2022 13:47;REALIZADO;;08/05/2022 00:00:00;Pontual;Pontual
